	Genename	ALY	ESA	AHA	AHA1
7051	AT5G22840.1	489137	Thhalv10013197m	Araha.6808s0005.1.p	NaN
7055	AT1G30400.1	473263	Thhalv10006546m	Araha.19888s0002.1.p	NaN
7063	AT1G49860.1	474117	Thhalv10011727m	Araha.3124s0003.1.p	NaN
7064	AT4G01330.2	895886	Thhalv10028635m	Araha.6997s0005.1.p	NaN
7068	AT1G29010.1	473105	Thhalv10009513m	Araha.10953s0002.1.p	NaN
7069	AT3G05410.2	903382	Thhalv10021289m	Araha.3226s0004.1.p	NaN
7078	AT3G45170.1	897304	Thhalv10002799m	Araha.15353s0003.1.p	NaN
7095	AT5G19420.2	488831	Thhalv10012507m	Araha.24337s0007.1.p	NaN
7098	AT1G55150.1	474570	Thhalv10011413m	Araha.33049s0006.1.p	NaN
7128	AT1G49410.1	923329	Thhalv10011932m	Araha.11949s0003.1.p	NaN
7135	AT3G62220.1	324657	Thhalv10006059m	Araha.2415s0004.1.p	NaN
7136	AT5G38400.1	891912	Thhalv10028248m	Araha.19953s0006.1.p	NaN
7142	AT2G01330.1	935837	Thhalv10000821m	Araha.5102s0001.1.p	NaN
7144	AT1G08695.1	311921	Thhalv10023088m	Araha.5150s0003.1.p	NaN
7149	AT2G41490.1	483226	Thhalv10016688m	Araha.7505s0004.1.p	NaN
7161	AT1G13890.1	334683	Thhalv10008501m	Araha.12348s0005.1.p	NaN
7163	AT4G04970.1	490142	Thhalv10029222m	Araha.9581s0005.1.p	NaN
7167	AT3G24130.1	905490	Thhalv10002927m	Araha.9810s0005.1.p	NaN
7175	AT2G19030.1	931853	Thhalv10023138m	Araha.41447s0001.1.p	NaN
7180	AT2G30950.1	482018	Thhalv10016334m	Araha.1786s0006.1.p	NaN
7181	AT1G18700.4	472093	Thhalv10006967m	Araha.15624s0001.1.p	NaN
7184	AT5G40790.1	947662	Thhalv10028165m	Araha.22521s0002.1.p	NaN
7196	AT4G30430.1	328673	Thhalv10027429m	Araha.0111s0003.1.p	NaN
7204	AT3G11405.1	478477	Thhalv10016017m	Araha.12210s0018.1.p	NaN
7207	AT5G05120.1	325146	Thhalv10015305m	Araha.2901s0008.1.p	NaN
7212	AT1G36980.1	314063	Thhalv10005115m	Araha.52466s0002.1.p	NaN
7213	AT2G14120.3	480333	Thhalv10022566m	Araha.22164s0001.1.p	NaN
7229	AT1G24180.1	921480	Thhalv10007846m	Araha.1057s0005.1.p	NaN
7236	ATCG00330.1	925479	Thhalv10011029m	Araha.11756s0195.1.p	NaN
7239	AT1G07330.1	470753	Thhalv10009482m	Araha.23444s0011.1.p	NaN
7242	AT5G26100.1	939284	Thhalv10005510m	Araha.19950s0001.1.p	NaN
7253	AT5G20620.1	488966	Thhalv10028730m	Araha.0138s0017.1.p	NaN
7254	AT3G16370.1	479089	Thhalv10021008m	Araha.20436s0003.1.p	NaN
7290	AT3G53680.1	898302	Thhalv10010118m	Araha.0602s0015.1.p	NaN
7297	AT5G04070.1	487186	Thhalv10007998m	Araha.30177s0002.1.p	NaN
7310	AT4G18110.1	946395	Thhalv10027120m	Araha.16821s0001.1.p	NaN
7313	AT1G18300.1	312784	Thhalv10008778m	Araha.8671s0005.1.p	NaN
7317	AT1G12900.1	471443	Thhalv10007809m	Araha.52989s0006.1.p	NaN
7333	AT5G09320.1	487743	Thhalv10012815m	Araha.13692s0014.1.p	NaN
7335	AT4G35670.1	944318	Thhalv10027457m	Araha.19157s0002.1.p	NaN
7348	AT1G07473.1	311805	Thhalv10009441m	Araha.0439s0008.1.p	NaN
7360	AT5G20940.1	489003	Thhalv10015493m	Araha.12632s0014.1.p	NaN
7372	AT2G37620.1	321462	Thhalv10010455m	Araha.0602s0022.1.p	NaN
7379	AT2G20880.1	931981	Thhalv10002185m	Araha.0091s0019.1.p	NaN
7398	AT1G19450.1	472174	Thhalv10007486m	Araha.67621s0001.1.p	NaN
7412	AT2G23080.1	932290	Thhalv10000237m	Araha.3055s0011.1.p	NaN
7425	AT2G20190.1	931357	Thhalv10001879m	Araha.8625s0001.1.p	NaN
7430	AT1G77510.1	476916	Thhalv10018420m	Araha.37601s0007.1.p	NaN
7431	AT5G47000.1	494280	Thhalv10000958m	Araha.2234s0006.1.p	NaN
7441	AT5G60730.1	496221	Thhalv10013776m	Araha.0447s0006.1.p	NaN
7442	AT4G38510.5	490612	Thhalv10025037m	Araha.4229s0009.1.p	NaN
7450	AT5G52400.1	331608	Thhalv10013260m	Araha.25307s0001.1.p	NaN
7467	AT5G45840.2	494398	Thhalv10000802m	Araha.10552s0001.1.p	NaN
7470	AT4G30590.1	944929	Thhalv10026339m	Araha.34184s0001.1.p	NaN
7471	AT1G11980.1	920027	Thhalv10009383m	Araha.44066s0001.1.p	NaN
7482	AT4G29910.1	889132	Thhalv10005869m	Araha.8534s0002.1.p	NaN
7484	AT2G27210.1	481616	Thhalv10001894m	Araha.16209s0001.1.p	NaN
7488	AT5G65460.1	951392	Thhalv10003525m	Araha.14574s0001.1.p	NaN
7493	AT5G53730.1	495449	Thhalv10014657m	Araha.14926s0007.1.p	NaN
7510	AT2G33233.1	933906	Thhalv10023016m	Araha.4765s0007.1.p	NaN
7512	AT3G43980.1	897155	Thhalv10026741m	Araha.1420s0011.1.p	NaN
7520	AT2G39840.1	483018	Thhalv10016951m	Araha.6074s0007.1.p	NaN
7528	AT5G38820.1	356106	Thhalv10028319m	Araha.1735s0005.1.p	NaN
7535	AT5G07930.3	325399	Thhalv10015520m	Araha.7837s0021.1.p	NaN
7542	AT3G46300.1	937339	Thhalv10002906m	Araha.51012s0002.1.p	NaN
7557	AT2G18660.1	319814	Thhalv10022910m	Araha.19012s0003.1.p	NaN
7560	AT4G10440.1	327211	Thhalv10028495m	Araha.20330s0003.1.p	NaN
7564	AT4G34520.1	944450	Thhalv10027533m	Araha.10294s0027.1.p	NaN
7580	AT3G08790.1	341017	Thhalv10022036m	Araha.25299s0008.1.p	NaN
7589	AT4G13480.1	497036	Thhalv10026896m	Araha.10201s0002.1.p	NaN
7608	AT5G44300.1	330970	Thhalv10003427m	Araha.9369s0001.1.p	NaN
7615	AT4G14080.1	493503	Thhalv10025081m	Araha.69372s0001.1.p	NaN
7623	AT2G31100.1	320861	Thhalv10016726m	Araha.4504s0006.1.p	NaN
7636	AT1G75790.1	476726	Thhalv10018365m	Araha.6095s0005.1.p	NaN
7638	AT5G08180.1	940281	Thhalv10014911m	Araha.21147s0007.1.p	NaN
7643	AT1G79520.2	477120	Thhalv10018658m	Araha.21478s0004.1.p	NaN
7666	AT5G14480.1	488289	Thhalv10013782m	Araha.5589s0001.1.p	NaN
7682	AT1G45063.1	943592	Thhalv10029173m	Araha.49438s0001.1.p	NaN
7694	AT5G05580.1	487353	Thhalv10013625m	Araha.13672s0006.1.p	NaN
7696	AT1G73610.1	476497	Thhalv10019814m	Araha.14227s0003.1.p	NaN
7701	AT5G47140.1	356279	Thhalv10000871m	Araha.7205s0002.1.p	NaN
7705	AT4G20080.1	492863	Thhalv10001143m	Araha.0024s0005.1.p	NaN
7711	AT4G00540.1	490512	Thhalv10029464m	Araha.7109s0021.1.p	NaN
7713	AT1G33500.1	473523	Thhalv10008295m	Araha.36297s0005.1.p	NaN
7724	AT5G20310.1	893963	Thhalv10015633m	Araha.1252s0002.1.p	NaN
7730	ATCG00380.1	925475	Thhalv10010766m	Araha.11756s0185.1.p	NaN
7734	AT1G47485.1	473891	Thhalv10012057m	Araha.57908s0001.1.p	NaN
7754	AT5G61680.1	358371	Thhalv10004453m	Araha.20986s0001.1.p	NaN
7764	AT5G59430.1	496070	Thhalv10013086m	Araha.7283s0012.1.p	NaN
7820	AT3G08770.2	478179	Thhalv10021759m	Araha.25299s0006.1.p	NaN
7828	AT1G35435.1	314020	Thhalv10012111m	Araha.33049s0001.1.p	NaN
7835	AT2G28625.1	481776	Thhalv10017607m	Araha.11211s0002.1.p	NaN
7850	AT1G74045.1	909031	Thhalv10019734m	Araha.9941s0011.1.p	NaN
7860	AT2G13600.1	931103	Thhalv10022582m	Araha.21662s0003.1.p	NaN
7868	AT2G45650.1	483701	Thhalv10001597m	Araha.2214s0023.1.p	NaN
7878	AT5G10520.1	487885	Thhalv10013425m	Araha.2597s0024.1.p	NaN
7918	AT3G16100.1	479064	Thhalv10021533m	Araha.5534s0005.1.p	NaN
7920	AT2G20470.1	906859	Thhalv10001948m	Araha.2771s0009.1.p	NaN
7929	AT3G51390.1	938002	Thhalv10010516m	Araha.18525s0004.1.p	NaN
7944	AT3G23080.1	319027	Thhalv10020751m	Araha.51347s0001.1.p	NaN
7950	AT5G55660.1	495653	Thhalv10012729m	Araha.17470s0009.1.p	NaN
7955	AT2G03840.1	896359	Thhalv10005339m	Araha.56703s0001.1.p	NaN
7956	AT5G46450.1	896835	Thhalv10001229m	Araha.10139s0001.1.p	NaN
7957	AT1G76370.1	909257	Thhalv10018707m	Araha.14524s0006.1.p	NaN
7966	AT3G24840.1	480002	Thhalv10002458m	Araha.13232s0006.1.p	NaN
7967	AT1G29030.1	473107	Thhalv10007287m	Araha.10953s0005.1.p	NaN
7978	AT1G75000.1	339683	Thhalv10018985m	Araha.8729s0004.1.p	NaN
7980	AT3G54820.1	485893	Thhalv10010603m	Araha.2660s0005.1.p	NaN
7987	AT5G10100.1	350217	Thhalv10013874m	Araha.14007s0015.1.p	NaN
7994	AT1G68610.1	926146	Thhalv10019246m	Araha.1071s0004.1.p	NaN
8044	AT3G14940.1	478917	Thhalv10019997m	Araha.5485s0012.1.p	NaN
8048	AT2G42790.1	483376	Thhalv10016536m	Araha.4056s0010.1.p	NaN
8050	AT4G22340.3	492631	Thhalv10025295m	Araha.6551s0005.1.p	NaN
8052	AT5G37730.1	891384	Thhalv10027994m	Araha.36760s0001.1.p	NaN
8059	AT3G28410.1	892184	Thhalv10013441m	Araha.8306s0005.1.p	NaN
8060	AT5G24590.2	326748	Thhalv10004105m	Araha.1212s0002.1.p	NaN
8061	AT1G18720.1	920808	Thhalv10008782m	Araha.11287s0001.1.p	NaN
8081	AT1G03590.1	910021	Thhalv10007577m	Araha.19845s0012.1.p	NaN
8094	AT5G02090.1	939584	Thhalv10015172m	Araha.4197s0009.1.p	NaN
8114	AT2G07687.1	484738	Thhalv10023004m	Araha.14015s0002.1.p	NaN
8125	AT5G65970.1	497027	Thhalv10003913m	Araha.15174s0005.1.p	NaN
8126	AT1G54440.2	337734	Thhalv10023339m	Araha.0132s0002.1.p	NaN
8144	AT1G09935.1	910709	Thhalv10009613m	Araha.3403s0002.1.p	NaN
8145	AT3G62340.1	486738	Thhalv10006458m	Araha.11840s0009.1.p	NaN
8153	AT2G01250.1	322471	Thhalv10001008m	Araha.5102s0007.1.p	NaN
8154	AT3G59260.1	324401	Thhalv10006431m	Araha.11010s0001.1.p	NaN
8155	AT1G50060.1	474142	Thhalv10011955m	Araha.33942s0001.1.p	NaN
8156	AT3G20140.1	479532	Thhalv10022051m	Araha.56367s0002.1.p	NaN
8188	AT5G60000.1	950751	Thhalv10015539m	Araha.3398s0006.1.p	NaN
8224	AT5G46370.1	494336	Thhalv10000885m	Araha.10139s0009.1.p	NaN
8231	AT2G17320.1	931587	Thhalv10022748m	Araha.0310s0010.1.p	NaN
8233	AT4G17410.3	946493	Thhalv10024408m	Araha.61158s0003.1.p	NaN
8239	AT4G35650.1	491082	Thhalv10025508m	Araha.19157s0005.1.p	NaN
8240	AT2G21430.1	481008	Thhalv10000210m	Araha.12988s0007.1.p	NaN
8244	AT4G30030.1	491753	Thhalv10026825m	Araha.8378s0004.1.p	NaN
8270	AT2G27020.1	481580	Thhalv10002085m	Araha.53195s0001.1.p	NaN
8279	AT5G60650.1	496214	Thhalv10014945m	Araha.5658s0014.1.p	NaN
8280	AT3G23860.1	928750	Thhalv10021432m	Araha.7226s0005.1.p	NaN
8293	AT3G23310.1	930357	Thhalv10020434m	Araha.4365s0005.1.p	NaN
8296	AT5G52670.1	495338	Thhalv10015896m	Araha.14397s0001.1.p	NaN
8312	AT2G37610.1	345496	Thhalv10017622m	Araha.12255s0003.1.p	NaN
8317	AT2G32450.1	482172	Thhalv10017699m	Araha.1971s0001.1.p	NaN
8318	AT4G14819.1	493413	Thhalv10026640m	Araha.11201s0008.1.p	NaN
8320	AT5G07290.1	892659	Thhalv10012619m	Araha.2124s0005.1.p	NaN
8322	AT1G69430.1	908520	Thhalv10018794m	Araha.3134s0007.1.p	NaN
8332	AT2G02760.1	484183	Thhalv10005070m	Araha.22300s0003.1.p	NaN
8333	AT4G22517.1	945878	Thhalv10027036m	Araha.5700s0001.1.p	NaN
8348	AT2G40995.1	887755	Thhalv10016013m	Araha.12776s0013.1.p	NaN
8364	AT5G04047.1	325054	Thhalv10002237m	Araha.27014s0003.1.p	NaN
8367	AT2G46180.1	483764	Thhalv10001332m	Araha.3864s0001.1.p	NaN
8371	AT2G27220.2	900422	Thhalv10002247m	Araha.7629s0001.1.p	NaN
8380	AT1G44120.1	336766	Thhalv10011176m	Araha.2479s0003.1.p	NaN
8384	AT1G11960.1	312226	Thhalv10006870m	Araha.13055s0006.1.p	NaN
8385	AT1G73830.1	476520	Thhalv10019010m	Araha.2287s0004.1.p	NaN
8392	AT1G69620.1	926260	Thhalv10019324m	Araha.39991s0007.1.p	NaN
8414	AT5G38800.1	947950	Thhalv10028235m	Araha.1735s0007.1.p	NaN
8425	AT1G20880.1	472324	Thhalv10008444m	Araha.19559s0002.1.p	NaN
8446	AT3G10890.1	903974	Thhalv10020842m	Araha.24867s0018.1.p	NaN
8464	AT4G34510.1	491207	Thhalv10025028m	Araha.10294s0028.1.p	NaN
8469	AT5G08730.1	487715	Thhalv10015828m	Araha.7640s0004.1.p	NaN
8471	AT1G30100.1	473228	Thhalv10007160m	Araha.11938s0002.1.p	NaN
8477	AT2G30060.1	933494	Thhalv10017072m	Araha.17735s0004.1.p	NaN
8479	AT5G56110.1	331925	Thhalv10015622m	Araha.7805s0001.1.p	NaN
8481	AT5G39850.1	494005	Thhalv10027944m	Araha.23995s0001.1.p	NaN
8491	AT5G11960.1	940683	Thhalv10014010m	Araha.27834s0002.1.p	NaN
8496	AT2G23240.1	320149	Thhalv10000588m	Araha.9535s0002.1.p	NaN
8499	AT4G27980.1	491985	Thhalv10024735m	Araha.17454s0003.1.p	NaN
8515	AT4G39950.1	490780	Thhalv10024861m	Araha.0443s0001.1.p	NaN
8516	AT3G27710.1	936538	Thhalv10005453m	Araha.8569s0001.1.p	NaN
8519	AT5G15560.1	893466	Thhalv10015236m	Araha.2152s0032.1.p	NaN
8533	AT4G29730.1	491789	Thhalv10025026m	Araha.40693s0001.1.p	NaN
8546	AT1G14390.1	471612	Thhalv10006929m	Araha.23368s0003.1.p	NaN
8586	AT5G61470.1	496306	Thhalv10005323m	Araha.1448s0006.1.p	NaN
8593	AT5G02730.1	487046	Thhalv10015461m	Araha.8306s0012.1.p	NaN
8596	AT1G10290.1	471140	Thhalv10006739m	Araha.4736s0009.1.p	NaN
8621	AT5G25400.1	942103	Thhalv10004502m	Araha.1197s0010.1.p	NaN
8645	AT4G12860.1	333046	Thhalv10027394m	Araha.31136s0004.1.p	NaN
8662	AT1G14460.1	920337	Thhalv10006609m	Araha.23368s0012.1.p	NaN
8670	AT3G59960.1	486462	Thhalv10006478m	Araha.11828s0010.1.p	NaN
8679	AT1G51420.1	914277	Thhalv10011514m	Araha.2044s0004.1.p	NaN
8682	AT3G06620.1	477969	Thhalv10020121m	Araha.7767s0015.1.p	NaN
8690	AT3G60250.1	486495	Thhalv10006152m	Araha.59178s0001.1.p	NaN
8692	AT2G26450.1	320434	Thhalv10001934m	Araha.30133s0004.1.p	NaN
8702	AT1G63640.1	474991	Thhalv10027628m	Araha.0740s0004.1.p	NaN
8707	AT4G37100.1	944166	Thhalv10024365m	Araha.3112s0006.1.p	NaN
8713	AT2G25760.2	481429	Thhalv10001925m	Araha.6938s0003.1.p	NaN
8719	AT1G09440.1	311987	Thhalv10007579m	Araha.1407s0040.1.p	NaN
8722	AT5G10050.1	487830	Thhalv10014330m	Araha.14007s0010.1.p	NaN
8730	AT2G34740.1	901307	Thhalv10017836m	Araha.9950s0002.1.p	NaN
8742	AT2G33775.1	933966	Thhalv10017458m	Araha.2637s0012.1.p	NaN
8773	AT3G18130.1	929678	Thhalv10021128m	Araha.3948s0007.1.p	NaN
8781	AT3G20880.1	318837	Thhalv10021932m	Araha.6726s0005.1.p	NaN
8786	AT5G59260.1	917642	Thhalv10015381m	Araha.62897s0001.1.p	NaN
8789	AT2G46880.1	483855	Thhalv10018823m	Araha.0503s0009.1.p	NaN
8807	AT5G55135.1	917207	Thhalv10015250m	Araha.25676s0010.1.p	NaN
8837	AT5G57260.1	332024	Thhalv10013314m	Araha.3696s0019.1.p	NaN
8844	AT5G43150.1	948884	Thhalv10003296m	Araha.26289s0001.1.p	NaN
8870	AT1G22670.1	912122	Thhalv10009890m	Araha.2296s0024.1.p	NaN
8881	AT1G26130.2	921648	Thhalv10006594m	Araha.0391s0014.1.p	NaN
8895	AT3G54800.1	485890	Thhalv10010151m	Araha.2660s0002.1.p	NaN
8896	AT2G17430.1	480627	Thhalv10023186m	Araha.0310s0001.1.p	NaN
8897	AT5G01670.2	486904	Thhalv10016020m	Araha.12977s0006.1.p	NaN
8908	AT5G11790.1	488016	Thhalv10014007m	Araha.4262s0005.1.p	NaN
8910	AT1G17500.1	920669	Thhalv10006585m	Araha.15627s0027.1.p	NaN
8927	AT3G55340.1	485957	Thhalv10010257m	Araha.43815s0001.1.p	NaN
8947	AT3G61340.1	939174	Thhalv10006428m	Araha.29161s0006.1.p	NaN
8949	AT3G17060.1	479173	Thhalv10021065m	Araha.7254s0002.1.p	NaN
8952	AT5G46160.1	494358	Thhalv10001156m	Araha.3556s0001.1.p	NaN
8958	AT1G51590.1	474272	Thhalv10011358m	Araha.2389s0022.1.p	NaN
8961	AT2G39855.1	321676	Thhalv10017636m	Araha.6074s0009.1.p	NaN
8975	AT3G60880.2	486562	Thhalv10006047m	Araha.41775s0001.1.p	NaN
8986	AT5G07960.1	487629	Thhalv10015079m	Araha.7837s0024.1.p	NaN
8991	AT3G11680.1	317949	Thhalv10022400m	Araha.2989s0001.1.p	NaN
9001	AT3G51190.1	323679	Thhalv10011106m	Araha.1049s0003.1.p	NaN
9006	AT1G27250.1	912296	Thhalv10009595m	Araha.26848s0001.1.p	NaN
9015	AT5G11060.1	487938	Thhalv10013773m	Araha.4931s0007.1.p	NaN
9022	AT1G69050.1	476034	Thhalv10019523m	Araha.18723s0002.1.p	NaN
9025	AT1G06620.1	910347	Thhalv10009355m	Araha.2773s0020.1.p	NaN
9027	AT5G15070.2	488348	Thhalv10012536m	Araha.48458s0001.1.p	NaN
9028	AT3G61190.1	486595	Thhalv10006244m	Araha.3868s0012.1.p	NaN
9029	AT5G22110.1	489063	Thhalv10001961m	Araha.24814s0002.1.p	NaN
9066	AT5G43185.1	948875	Thhalv10003301m	Araha.6418s0001.1.p	NaN
9079	AT2G41930.1	483279	Thhalv10016824m	Araha.7438s0003.1.p	NaN
9081	AT5G24510.1	937738	Thhalv10005602m	Araha.0138s0002.1.p	NaN
9091	AT4G20840.1	492802	Thhalv10027426m	Araha.12732s0009.1.p	NaN
9094	AT1G31230.1	473611	Thhalv10006741m	Araha.10595s0006.1.p	NaN
9101	AT1G15700.1	920473	Thhalv10007892m	Araha.9089s0003.1.p	NaN
9105	AT5G45810.1	494401	Thhalv10000868m	Araha.5832s0003.1.p	NaN
9106	AT5G08030.1	892731	Thhalv10013858m	Araha.2167s0004.1.p	NaN
9109	AT2G21280.1	932055	Thhalv10000221m	Araha.38650s0003.1.p	NaN
9131	AT2G32820.1	933860	Thhalv10017685m	Araha.0832s0003.1.p	NaN
9134	AT4G18920.1	890287	Thhalv10027129m	Araha.10976s0017.1.p	NaN
9138	AT1G09860.1	334268	Thhalv10009498m	Araha.3403s0011.1.p	NaN
9155	AT5G61605.1	496328	Thhalv10010876m	Araha.8526s0004.1.p	NaN
9164	AT1G23080.1	472559	Thhalv10007111m	Araha.20765s0005.1.p	NaN
9169	AT1G07540.1	910444	Thhalv10007062m	Araha.5397s0001.1.p	NaN
9174	AT2G43390.1	935239	Thhalv10001781m	Araha.3362s0046.1.p	NaN
9182	AT2G42980.1	935189	Thhalv10016513m	Araha.0173s0018.1.p	NaN
9183	AT3G15340.1	478964	Thhalv10020348m	Araha.1906s0002.1.p	NaN
9185	AT1G80300.1	477222	Thhalv10018281m	Araha.2878s0025.1.p	NaN
9187	AT3G01250.1	477403	Thhalv10022240m	Araha.20653s0004.1.p	NaN
9206	AT3G02970.1	477543	Thhalv10021122m	Araha.18846s0003.1.p	NaN
9209	AT5G05850.1	487385	Thhalv10013295m	Araha.0620s0012.1.p	NaN
9247	AT4G28060.1	945230	Thhalv10026527m	Araha.17454s0012.1.p	NaN
9272	AT3G04100.1	317287	Thhalv10022229m	Araha.0709s0005.1.p	NaN
9281	AT1G06400.1	919355	Thhalv10008720m	Araha.18750s0009.1.p	NaN
9286	AT4G17190.1	493157	Thhalv10025643m	Araha.24127s0011.1.p	NaN
9297	AT1G75990.1	476749	Thhalv10018459m	Araha.3199s0009.1.p	NaN
9299	AT3G62980.1	939389	Thhalv10005852m	Araha.4543s0001.1.p	NaN
9307	AT4G35820.1	888480	Thhalv10027274m	Araha.12053s0005.1.p	NaN
9324	AT3G13540.1	929099	Thhalv10022057m	Araha.0661s0002.1.p	NaN
9332	AT2G47115.1	322360	Thhalv10001786m	Araha.9554s0004.1.p	NaN
9334	AT1G34760.1	473646	Thhalv10001836m	Araha.5541s0003.1.p	NaN
9337	AT1G21740.1	472413	Thhalv10006728m	Araha.25787s0001.1.p	NaN
9352	AT3G27250.1	484507	Thhalv10004746m	Araha.23250s0001.1.p	NaN
9358	AT1G14680.1	920363	Thhalv10008342m	Araha.16488s0005.1.p	NaN
9371	AT3G56270.1	486067	Thhalv10005963m	Araha.15521s0013.1.p	NaN
9373	AT4G08900.1	489723	Thhalv10028793m	Araha.49034s0001.1.p	NaN
9374	AT5G08390.1	487674	Thhalv10012683m	Araha.17461s0002.1.p	NaN
9381	AT4G08630.1	340666	Thhalv10020103m	Araha.4531s0024.1.p	NaN
9386	AT4G31230.1	491618	Thhalv10026931m	Araha.3539s0017.1.p	NaN
9402	AT2G21680.1	899437	Thhalv10017939m	Araha.0897s0005.1.p	NaN
9422	AT5G23700.1	489231	Thhalv10003911m	Araha.2177s0004.1.p	NaN
9449	AT2G01750.2	484092	Thhalv10003816m	Araha.5127s0003.1.p	NaN
9459	AT4G21490.1	492734	Thhalv10024771m	Araha.12381s0006.1.p	NaN
9462	AT5G43330.1	494670	Thhalv10003243m	Araha.23762s0002.1.p	NaN
9477	AT1G56560.1	474815	Thhalv10023341m	Araha.3450s0005.1.p	NaN
9484	AT1G60986.1	924945	Thhalv10023986m	Araha.52512s0002.1.p	NaN
9491	AT4G21410.1	492743	Thhalv10024650m	Araha.10239s0001.1.p	NaN
9492	AT1G43780.1	913585	Thhalv10011445m	Araha.1117s0001.1.p	NaN
9494	AT1G68905.1	476017	Thhalv10019807m	Araha.11660s0006.1.p	NaN
9499	AT5G40620.1	493920	Thhalv10028025m	Araha.10780s0003.1.p	NaN
9500	AT3G50720.1	323632	Thhalv10011053m	Araha.29831s0003.1.p	NaN
9502	AT1G49910.1	474121	Thhalv10011632m	Araha.9992s0006.1.p	NaN
9503	AT1G25055.1	912493	Thhalv10009753m	Araha.54920s0001.1.p	NaN
9510	AT1G20080.1	312936	Thhalv10007306m	Araha.6365s0011.1.p	NaN
9516	AT4G02670.1	352566	Thhalv10028701m	Araha.27186s0005.1.p	NaN
9519	AT3G59290.1	486396	Thhalv10005771m	Araha.11010s0003.1.p	NaN
9523	AT4G25160.1	492318	Thhalv10024396m	Araha.0632s0027.1.p	NaN
9527	AT1G68400.1	475959	Thhalv10018235m	Araha.5389s0004.1.p	NaN
9534	AT3G60770.1	939120	Thhalv10006293m	Araha.7517s0009.1.p	NaN
9557	AT3G56600.1	938620	Thhalv10005874m	Araha.11357s0007.1.p	NaN
9566	AT1G73160.1	316266	Thhalv10019571m	Araha.10643s0008.1.p	NaN
9572	AT2G31650.1	933711	Thhalv10016217m	Araha.6424s0013.1.p	NaN
9574	AT1G21060.1	472343	Thhalv10007437m	Araha.1085s0001.1.p	NaN
9575	AT1G27770.1	472987	Thhalv10006664m	Araha.25593s0002.1.p	NaN
9583	AT1G51440.1	474256	Thhalv10011370m	Araha.2044s0003.1.p	NaN
9584	AT4G27110.1	945347	Thhalv10024619m	Araha.2594s0005.1.p	NaN
9595	AT3G23790.1	930437	Thhalv10002419m	Araha.4657s0004.1.p	NaN
9601	AT5G52340.1	916865	Thhalv10015542m	Araha.1761s0001.1.p	NaN
9606	AT1G72730.1	908883	Thhalv10018626m	Araha.0684s0004.1.p	NaN
9614	AT3G26340.1	484397	Thhalv10004762m	Araha.1561s0003.1.p	NaN
9617	AT1G47210.2	473869	Thhalv10011590m	Araha.13786s0001.1.p	NaN
9618	AT2G35612.1	934180	Thhalv10017493m	Araha.17083s0006.1.p	NaN
9659	AT1G59620.1	475351	Thhalv10023237m	Araha.9388s0001.1.p	NaN
9665	AT2G35170.1	482483	Thhalv10017682m	Araha.3802s0002.1.p	NaN
9667	AT2G17723.1	906603	Thhalv10002272m	Araha.57084s0002.1.p	NaN
9668	AT2G35160.1	934126	Thhalv10016339m	Araha.3802s0003.1.p	NaN
9669	AT1G52420.1	474368	Thhalv10011288m	Araha.11901s0002.1.p	NaN
9692	AT5G61720.1	496339	Thhalv10004320m	Araha.20986s0004.1.p	NaN
9693	AT1G58250.2	475439	Thhalv10023209m	Araha.9185s0001.1.p	NaN
9709	AT2G47880.1	935776	Thhalv10001691m	Araha.6366s0015.1.p	NaN
9714	AT3G55130.1	938442	Thhalv10010975m	Araha.2258s0003.1.p	NaN
9717	AT1G72416.3	476373	Thhalv10019284m	Araha.4378s0010.1.p	NaN
9726	AT1G32361.1	473425	Thhalv10009642m	Araha.0437s0001.1.p	NaN
9734	AT1G18470.1	472066	Thhalv10007552m	Araha.3597s0013.1.p	NaN
9749	AT1G02040.1	333453	Thhalv10008559m	Araha.33985s0004.1.p	NaN
9759	AT1G04670.1	470453	Thhalv10009113m	Araha.38247s0001.1.p	NaN
9763	AT2G46860.1	483853	Thhalv10001628m	Araha.21152s0001.1.p	NaN
9774	AT4G13730.1	947046	Thhalv10025184m	Araha.4238s0003.1.p	NaN
9780	AT3G14380.1	478855	Thhalv10021621m	Araha.18842s0002.1.p	NaN
9781	AT2G17090.1	343326	Thhalv10022678m	Araha.7578s0006.1.p	NaN
9786	AT1G18170.1	920743	Thhalv10008547m	Araha.18459s0020.1.p	NaN
9792	AT1G80560.1	477193	Thhalv10018649m	Araha.0253s0002.1.p	NaN
9793	AT1G55750.1	924090	Thhalv10011333m	Araha.16361s0008.1.p	NaN
9797	AT3G06260.1	477926	Thhalv10021020m	Araha.5777s0007.1.p	NaN
9799	AT4G24120.1	492451	Thhalv10024600m	Araha.13048s0001.1.p	NaN
9803	AT5G03120.1	487083	Thhalv10015759m	Araha.36947s0002.1.p	NaN
9808	AT2G34100.1	321134	Thhalv10017709m	Araha.55974s0001.1.p	NaN
9814	AT3G12160.1	904110	Thhalv10022384m	Araha.1578s0013.1.p	NaN
9847	AT5G12380.1	488086	Thhalv10014146m	Araha.5438s0012.1.p	NaN
9848	AT3G46930.1	347795	Thhalv10010300m	Araha.1403s0004.1.p	NaN
9853	AT3G43120.1	484787	Thhalv10002695m	Araha.2446s0001.1.p	NaN
9866	AT1G64800.1	475481	Thhalv10022490m	Araha.5533s0002.1.p	NaN
9874	AT1G02430.1	909905	Thhalv10009982m	Araha.4647s0017.1.p	NaN
