	Genename	ALY	ESA	AHA	AHA1
5614	AT1G69910.1	497160	Thhalv10018260m	NaN	58448
5615	AT2G45120.1	483645	Thhalv10001538m	NaN	24640
5652	AT3G43810.1	484819	Thhalv10002700m	NaN	25665
5677	AT1G02335.1	470194	Thhalv10008737m	NaN	65004
5685	AT3G11330.1	317922	Thhalv10020430m	NaN	72973
5691	AT5G42790.1	948958	Thhalv10003255m	NaN	183133
5718	AT1G13290.1	471484	Thhalv10009489m	NaN	165182
5722	AT1G21500.1	472386	Thhalv10009074m	NaN	19761
5739	AT1G61740.1	475155	Thhalv10023449m	NaN	24054
5753	AT4G17980.1	890409	Thhalv10027064m	NaN	120860
5779	AT1G30880.1	473330	Thhalv10009126m	NaN	7253
5800	AT4G14730.1	355323	Thhalv10026089m	NaN	12841
5809	AT5G18280.2	941351	Thhalv10013440m	NaN	112893
5830	AT2G32910.1	482233	Thhalv10023283m	NaN	60713
5854	AT2G41740.1	483257	Thhalv10016183m	NaN	76985
5885	AT1G29179.1	473128	Thhalv10015258m	NaN	24254
5892	AT1G50320.1	923475	Thhalv10012400m	NaN	102005
5904	AT2G19570.1	480515	Thhalv10002058m	NaN	117529
5909	AT2G38750.1	482887	Thhalv10016965m	NaN	165151
5931	AT1G23310.1	472589	Thhalv10007514m	NaN	117702
5971	AT5G17980.1	941312	Thhalv10012529m	NaN	31859
5977	AT5G48630.2	949285	Thhalv10004803m	NaN	37937
5980	AT2G42580.1	483352	Thhalv10016343m	NaN	117240
5991	AT5G44520.1	915755	Thhalv10000979m	NaN	162671
6001	AT4G38460.1	943806	Thhalv10025662m	NaN	86645
6011	AT1G30250.1	922079	Thhalv10009968m	NaN	20503
6025	AT5G23130.1	489170	Thhalv10004348m	NaN	172691
6035	AT1G04310.1	910099	Thhalv10007018m	NaN	43232
6039	AT5G62840.1	332511	Thhalv10004703m	NaN	164382
6041	AT5G42370.2	916127	Thhalv10003204m	NaN	116548
6048	AT1G33440.1	922438	Thhalv10007132m	NaN	6755
6058	AT1G19350.3	472158	Thhalv10008172m	NaN	40310
6071	AT1G47200.1	473867	Thhalv10011812m	NaN	106210
6079	AT1G21670.1	472405	Thhalv10006965m	NaN	67405
6111	AT1G07640.3	910452	Thhalv10008140m	NaN	180200
6129	AT2G46070.1	322261	Thhalv10001502m	NaN	42754
6139	AT2G36250.1	934249	Thhalv10016595m	NaN	61789
6145	AT1G75580.1	476705	Thhalv10019345m	NaN	43259
6150	AT3G26950.1	936415	Thhalv10003939m	NaN	171657
6151	AT4G37710.1	490844	Thhalv10027223m	NaN	161648
6154	AT2G41290.1	483200	Thhalv10016811m	NaN	108555
6165	AT2G47400.1	483917	Thhalv10001682m	NaN	68517
6179	AT3G52460.1	938125	Thhalv10010982m	NaN	151846
6185	AT3G27850.1	484575	Thhalv10004960m	NaN	4869
6211	AT3G57500.1	486196	Thhalv10006376m	NaN	138795
6225	AT1G56690.1	337864	Thhalv10023310m	NaN	494
6253	AT5G38580.1	494109	Thhalv10028103m	NaN	177145
6275	AT1G54030.1	474533	Thhalv10011556m	NaN	176894
6303	AT5G66631.1	951577	Thhalv10005592m	NaN	28548
6318	AT1G20520.1	911886	Thhalv10008670m	NaN	87518
6326	AT1G76500.1	476807	Thhalv10019495m	NaN	8910
6343	AT1G07480.1	470774	Thhalv10007947m	NaN	105701
6346	AT5G01500.1	486926	Thhalv10013664m	NaN	5782
6351	AT4G22550.1	492614	Thhalv10027572m	NaN	183619
6359	AT5G48500.1	494911	Thhalv10005044m	NaN	144305
6374	AT4G01230.1	490448	Thhalv10029354m	NaN	60580
6379	AT1G07310.1	470748	Thhalv10008043m	NaN	48387
6382	AT4G10330.1	489876	Thhalv10029062m	NaN	18844
6392	AT3G26760.1	484451	Thhalv10004680m	NaN	121691
6416	AT1G12970.1	471451	Thhalv10007575m	NaN	242
6430	AT3G46550.1	937361	Thhalv10002543m	NaN	124987
6461	AT5G04090.2	487187	Thhalv10014351m	NaN	31568
6472	AT5G22740.1	489123	Thhalv10013221m	NaN	20303
6473	AT5G11620.1	350357	Thhalv10014372m	NaN	138660
6485	AT1G50640.1	474196	Thhalv10011689m	NaN	126247
6487	AT5G64400.2	496648	Thhalv10005092m	NaN	54529
6506	AT2G19640.2	343234	Thhalv10002010m	NaN	88919
6526	AT3G54030.1	485799	Thhalv10010321m	NaN	111209
6539	AT5G49540.1	331361	Thhalv10005160m	NaN	162336
6545	AT4G13345.1	497050	Thhalv10025402m	NaN	4568
6547	AT1G15400.3	471740	Thhalv10009053m	NaN	130915
6570	AT4G19006.1	946280	Thhalv10025439m	NaN	124615
6601	AT4G14000.1	493511	Thhalv10025872m	NaN	27339
6605	AT5G09450.1	487758	Thhalv10013686m	NaN	148579
6613	AT5G59140.1	950652	Thhalv10015122m	NaN	103142
6620	AT2G43980.1	483517	Thhalv10001421m	NaN	9529
6624	AT2G43990.1	483518	Thhalv10001359m	NaN	165694
6637	AT1G61890.1	475142	Thhalv10023417m	NaN	78071
6641	AT2G35660.1	482529	Thhalv10016655m	NaN	28175
6653	AT1G13020.1	920166	Thhalv10007279m	NaN	168168
6654	AT5G27120.1	489610	Thhalv10003966m	NaN	131302
6667	AT1G32690.1	922355	Thhalv10008795m	NaN	118845
6672	AT3G15030.1	929286	Thhalv10020786m	NaN	17923
6682	AT1G24520.1	921734	Thhalv10009121m	NaN	128321
6687	AT5G01880.1	939472	Thhalv10014876m	NaN	71256
6688	AT1G12850.1	334590	Thhalv10007881m	NaN	120122
6718	AT5G67060.1	496895	Thhalv10004846m	NaN	163358
6719	AT4G25910.1	492226	Thhalv10026125m	NaN	141716
6722	AT1G23560.1	472619	Thhalv10008158m	NaN	98740
6723	AT4G06746.1	489689	Thhalv10029052m	NaN	117300
6731	AT1G68620.1	475988	Thhalv10019529m	NaN	18347
6748	AT1G28230.1	921873	Thhalv10008037m	NaN	93570
6756	AT2G28670.1	481780	Thhalv10016661m	NaN	149661
6777	AT3G27520.1	347129	Thhalv10004961m	NaN	82137
6798	AT5G63470.1	496533	Thhalv10004831m	NaN	12350
6805	AT1G17950.1	920720	Thhalv10008597m	NaN	66999
6813	AT2G32990.1	887794	Thhalv10016495m	NaN	81340
6830	AT1G64590.1	474887	Thhalv10023562m	NaN	4005
6833	AT3G60530.1	486528	Thhalv10006202m	NaN	54110
6867	AT5G14890.1	325952	Thhalv10012875m	NaN	155062
6876	AT1G06160.1	470633	Thhalv10008518m	NaN	129037
6878	AT2G04515.1	480090	Thhalv10003003m	NaN	38537
6901	AT3G29035.1	484673	Thhalv10004583m	NaN	137720
6905	AT2G40095.1	483049	Thhalv10017237m	NaN	75667
6912	AT3G19420.1	479458	Thhalv10020332m	NaN	101521
6914	AT3G04570.1	477713	Thhalv10021166m	NaN	8451
6915	AT3G25860.1	936275	Thhalv10004077m	NaN	147848
6927	AT3G27120.1	347079	Thhalv10003791m	NaN	37152
6945	AT2G01180.1	484026	Thhalv10000962m	NaN	40623
6974	AT1G07725.1	919501	Thhalv10007118m	NaN	6872
6986	AT5G13390.1	488158	Thhalv10012499m	NaN	4952
6989	AT1G19740.1	472201	Thhalv10008437m	NaN	155834
7013	AT3G58500.1	486299	Thhalv10006109m	NaN	38646
7032	AT4G38260.1	943791	Thhalv10025979m	NaN	40843
7058	AT5G10120.1	487838	Thhalv10015634m	NaN	44818
7061	AT1G65660.1	475672	Thhalv10024881m	NaN	182977
7082	AT1G23290.1	472587	Thhalv10009027m	NaN	34901
7085	AT5G23940.1	351411	Thhalv10004127m	NaN	95379
7086	AT5G44400.1	494546	Thhalv10000843m	NaN	55576
7092	AT5G38480.1	494127	Thhalv10027892m	NaN	134173
7094	AT5G05965.1	892520	Thhalv10015871m	NaN	5808
7101	AT1G31220.1	473612	Thhalv10008369m	NaN	13404
7133	AT1G11430.1	471280	Thhalv10008605m	NaN	84654
7137	AT1G80500.1	909665	Thhalv10001067m	NaN	114254
7138	AT3G03520.1	927869	Thhalv10020514m	NaN	85855
7143	AT1G76800.1	476839	Thhalv10019177m	NaN	110912
7147	AT2G27180.1	481606	Thhalv10002111m	NaN	181577
7157	AT2G41480.1	902115	Thhalv10016924m	NaN	135319
7166	AT4G22320.1	492635	Thhalv10026905m	NaN	92406
7177	AT1G59970.1	907478	Thhalv10023823m	NaN	3330
7193	AT1G20510.1	472278	Thhalv10007270m	NaN	117506
7217	AT1G27620.1	921812	Thhalv10007633m	NaN	154002
7232	AT4G22530.1	492618	Thhalv10026009m	NaN	21925
7238	AT4G24470.3	492399	Thhalv10025795m	NaN	170639
7263	AT1G25250.1	912489	Thhalv10009376m	NaN	57593
7271	AT2G29620.1	344726	Thhalv10017594m	NaN	133887
7284	AT2G38640.1	482873	Thhalv10017266m	NaN	53586
7298	AT3G50210.1	485377	Thhalv10010533m	NaN	12501
7302	AT2G30140.1	481925	Thhalv10016641m	NaN	69186
7332	AT1G76110.1	476761	Thhalv10018826m	NaN	82749
7341	AT1G68850.1	476012	Thhalv10018830m	NaN	243
7351	AT3G52105.1	938084	Thhalv10011065m	NaN	5788
7353	AT1G75620.1	926948	Thhalv10018361m	NaN	41037
7384	AT5G23070.1	941827	Thhalv10004737m	NaN	7779
7393	AT2G40370.1	934840	Thhalv10016439m	NaN	125051
7407	AT2G38230.1	934533	Thhalv10017969m	NaN	42517
7437	AT4G18350.1	493030	Thhalv10027182m	NaN	135532
7446	AT1G03440.1	470318	Thhalv10007833m	NaN	135460
7454	AT4G00920.1	924087	Thhalv10028182m	NaN	148844
7459	AT3G05930.1	928205	Thhalv10021490m	NaN	182605
7466	AT1G48000.1	473935	Thhalv10012051m	NaN	140393
7472	AT3G45890.1	937278	Thhalv10002446m	NaN	74030
7505	AT1G70870.1	316075	Thhalv10019291m	NaN	49068
7509	AT1G54870.1	314874	Thhalv10023627m	NaN	113344
7516	AT3G48970.1	485255	Thhalv10010809m	NaN	175676
7518	AT5G47610.1	494214	Thhalv10001049m	NaN	147922
7527	AT1G08210.1	470882	Thhalv10007475m	NaN	4797
7540	AT4G12980.1	915153	Thhalv10025414m	NaN	101947
7541	AT3G01930.2	927562	Thhalv10000696m	NaN	24883
7561	AT2G44510.1	935388	Thhalv10001552m	NaN	121466
7563	AT4G38120.1	490568	Thhalv10024269m	NaN	153902
7577	AT1G77810.1	476947	Thhalv10018693m	NaN	9190
7582	AT1G56345.1	474797	Thhalv10023586m	NaN	55745
7584	AT2G17230.1	480606	Thhalv10022762m	NaN	92799
7588	AT5G11310.1	940606	Thhalv10013015m	NaN	24518
7616	AT1G78660.1	477030	Thhalv10018738m	NaN	125676
7634	AT3G53370.1	323881	Thhalv10010878m	NaN	140072
7637	AT1G10000.1	913903	Thhalv10011015m	NaN	87088
7639	AT3G21770.1	930141	Thhalv10021123m	NaN	75947
7641	AT5G42630.1	494773	Thhalv10003256m	NaN	54037
7646	AT1G66360.1	908122	Thhalv10019623m	NaN	5829
7656	AT4G18280.1	946375	Thhalv10027530m	NaN	38334
7672	AT4G39670.1	943961	Thhalv10026153m	NaN	101388
7677	AT4G25960.1	492221	Thhalv10024237m	NaN	87180
7685	AT4G30850.1	491666	Thhalv10025325m	NaN	24439
7691	AT2G36255.1	901473	Thhalv10015164m	NaN	52481
7699	AT1G61080.1	475218	Thhalv10023269m	NaN	159153
7718	AT4G22900.1	945829	Thhalv10027461m	NaN	49960
7722	AT4G28300.1	491942	Thhalv10024987m	NaN	141956
7725	AT2G28070.1	481704	Thhalv10016313m	NaN	148150
7765	AT2G14580.1	906184	Thhalv10022888m	NaN	86341
7772	AT1G11475.1	471284	Thhalv10009269m	NaN	53707
7773	AT2G41660.1	902141	Thhalv10016988m	NaN	19334
7774	AT4G19540.1	492911	Thhalv10025776m	NaN	99522
7784	AT2G45400.1	483675	Thhalv10001519m	NaN	3866
7791	AT2G33000.1	887793	Thhalv10017579m	NaN	14760
7793	AT4G37170.1	490934	Thhalv10026762m	NaN	35817
7794	AT3G28950.1	936693	Thhalv10005041m	NaN	92112
7799	AT1G15190.1	471711	Thhalv10009974m	NaN	85366
7806	AT5G44060.1	494590	Thhalv10003283m	NaN	26669
7808	AT2G26100.1	932821	Thhalv10002018m	NaN	155036
7813	AT3G23605.1	930387	Thhalv10021701m	NaN	57227
7829	AT1G07910.1	470832	Thhalv10006605m	NaN	106238
7847	AT5G48640.1	494926	Thhalv10004814m	NaN	65724
7877	AT4G12610.2	327370	Thhalv10028564m	NaN	38165
7884	AT3G44450.1	484861	Thhalv10011075m	NaN	111306
7895	AT4G01250.1	490447	Thhalv10028843m	NaN	62151
7912	AT4G16830.1	493188	Thhalv10025552m	NaN	140966
7947	AT1G62360.1	338146	Thhalv10023520m	NaN	3605
7953	AT5G04850.2	325121	Thhalv10014559m	NaN	57672
8000	AT3G58680.1	938862	Thhalv10006302m	NaN	22076
8013	AT3G01500.2	477371	Thhalv10020995m	NaN	39090
8031	AT2G24480.1	932498	Thhalv10003018m	NaN	167687
8045	AT1G66080.1	475712	Thhalv10019182m	NaN	36706
8072	AT5G39530.1	947862	Thhalv10027904m	NaN	25089
8085	AT2G25050.2	320306	Thhalv10000020m	NaN	2484
8087	AT3G62020.1	486710	Thhalv10006227m	NaN	43015
8091	AT4G23490.1	492523	Thhalv10024902m	NaN	33721
8101	AT5G12940.1	940755	Thhalv10013835m	NaN	32304
8117	AT1G25230.1	472858	Thhalv10008145m	NaN	13486
8119	AT1G75720.1	316499	Thhalv10019714m	NaN	102867
8141	AT3G44370.1	484858	Thhalv10010266m	NaN	15840
8162	AT3G04800.1	928040	Thhalv10021936m	NaN	150933
8204	AT4G33420.1	944592	Thhalv10025702m	NaN	7203
8228	AT4G08570.1	894990	Thhalv10029043m	NaN	42289
8242	AT2G32800.1	933857	Thhalv10016233m	NaN	91175
8251	AT1G34160.1	313929	Thhalv10010025m	NaN	119153
8291	AT1G06800.1	470702	Thhalv10007393m	NaN	62666
8299	AT4G19880.2	329576	Thhalv10027346m	NaN	122982
8310	AT5G37540.1	493732	Thhalv10028350m	NaN	137916
8316	AT5G27690.1	489559	Thhalv10004455m	NaN	95932
8338	AT1G12980.1	920163	Thhalv10009647m	NaN	12665
8341	AT2G44310.1	935361	Thhalv10001674m	NaN	8580
8342	AT5G53000.1	933121	Thhalv10013705m	NaN	173951
8359	AT1G08170.1	470878	Thhalv10008775m	NaN	170280
8361	AT4G37290.1	944130	Thhalv10027040m	NaN	85742
8362	AT3G11620.2	928877	Thhalv10021180m	NaN	47161
8373	AT4G23530.1	945757	Thhalv10025364m	NaN	122218
8387	AT1G75230.2	476667	Thhalv10018654m	NaN	170512
8388	AT3G15990.1	479055	Thhalv10020608m	NaN	182958
8438	AT3G59400.1	486407	Thhalv10006183m	NaN	72868
8442	AT3G07480.1	478067	Thhalv10021677m	NaN	33112
8452	AT3G07320.1	317589	Thhalv10020660m	NaN	56336
8457	AT2G21630.1	481031	Thhalv10000056m	NaN	94747
8466	AT3G09280.1	928594	Thhalv10021969m	NaN	168206
8483	AT3G63410.1	939440	Thhalv10006087m	NaN	7464
8500	AT5G11330.1	940608	Thhalv10013697m	NaN	94398
8508	AT5G50360.1	949566	Thhalv10015611m	NaN	171070
8536	AT1G67550.1	926015	Thhalv10018120m	NaN	9810
8544	AT1G66350.1	475738	Thhalv10018436m	NaN	18975
8547	AT3G63150.1	486817	Thhalv10005831m	NaN	173139
8555	AT3G18830.1	929772	Thhalv10020495m	NaN	35082
8575	AT4G18510.1	493008	Thhalv10026712m	NaN	27993
8581	AT1G80480.1	477201	Thhalv10018560m	NaN	37047
8590	AT4G09460.1	489795	Thhalv10028861m	NaN	180205
8591	AT3G16280.1	929448	Thhalv10022278m	NaN	143868
8599	AT3G45600.1	937235	Thhalv10002614m	NaN	34327
8601	AT4G30860.1	944901	Thhalv10025007m	NaN	15363
8608	AT1G47271.1	314186	Thhalv10011792m	NaN	153821
8620	AT5G20630.1	941617	Thhalv10014670m	NaN	39447
8659	AT3G16050.1	497537	Thhalv10021182m	NaN	181125
8675	AT5G38940.1	891847	Thhalv10027913m	NaN	61825
8677	AT1G75380.1	476684	Thhalv10018837m	NaN	158323
8700	AT3G25560.3	484312	Thhalv10003811m	NaN	87686
8710	AT2G46470.1	483801	Thhalv10001727m	NaN	173998
8720	AT4G17440.1	493134	Thhalv10026175m	NaN	83288
8739	AT5G65710.1	496808	Thhalv10005698m	NaN	3288
8743	AT1G22200.1	472456	Thhalv10007894m	NaN	153050
8749	AT2G35150.1	482480	Thhalv10017975m	NaN	97029
8752	AT5G44260.1	494567	Thhalv10003231m	NaN	38298
8756	AT2G30110.1	481921	Thhalv10016166m	NaN	18728
8762	AT1G72790.1	476416	Thhalv10019633m	NaN	13748
8770	AT2G20410.1	931906	Thhalv10027851m	NaN	153087
8780	AT3G44260.1	484842	Thhalv10010623m	NaN	16692
8795	AT2G25220.2	481379	Thhalv10000655m	NaN	87154
8802	AT4G17920.1	946420	Thhalv10025826m	NaN	63565
8806	AT3G22160.1	930189	Thhalv10021568m	NaN	8354
8833	AT3G21820.1	930147	Thhalv10020639m	NaN	24288
8843	AT3G03860.1	477638	Thhalv10021238m	NaN	180908
8851	AT2G17020.1	480585	Thhalv10022585m	NaN	77283
8854	AT1G28390.2	921894	Thhalv10007568m	NaN	80496
8862	AT4G39300.1	490707	Thhalv10026662m	NaN	19796
8867	AT4G01935.1	490383	Thhalv10028874m	NaN	8077
8868	AT1G07280.1	470745	Thhalv10007265m	NaN	41661
8903	AT4G16380.1	493247	Thhalv10026065m	NaN	58915
8907	AT1G78172.1	316726	Thhalv10019357m	NaN	41265
8920	AT4G23180.1	492546	Thhalv10024630m	NaN	161550
8925	AT1G58290.1	475445	Thhalv10023403m	NaN	181509
8932	AT5G09760.1	325521	Thhalv10013067m	NaN	89330
8938	AT4G24100.1	945696	Thhalv10024570m	NaN	166139
8940	AT3G54390.1	485840	Thhalv10010575m	NaN	28984
8962	AT3G13070.1	478681	Thhalv10020238m	NaN	114117
8973	AT2G26740.1	481547	Thhalv10022504m	NaN	28793
9040	AT5G59030.1	496053	Thhalv10014878m	NaN	43558
9043	AT2G45750.1	483713	Thhalv10001358m	NaN	166039
9044	AT3G57240.1	348799	Thhalv10003127m	NaN	12877
9075	AT1G74580.1	926838	Thhalv10018169m	NaN	11402
9092	AT2G30280.1	900805	Thhalv10016851m	NaN	92970
9103	AT2G20780.1	480914	Thhalv10003989m	NaN	40202
9110	AT1G32310.1	942257	Thhalv10009436m	NaN	41173
9126	AT2G04038.1	484308	Thhalv10005000m	NaN	156076
9173	AT2G40890.1	934902	Thhalv10016538m	NaN	152899
9175	AT3G56330.1	898576	Thhalv10005995m	NaN	39549
9180	AT4G02380.1	327563	Thhalv10029091m	NaN	145437
9196	AT5G43910.2	494614	Thhalv10003370m	NaN	8167
9204	AT2G25625.1	932721	Thhalv10000347m	NaN	148481
9219	AT3G48780.1	485232	Thhalv10010322m	NaN	47146
9223	AT5G52020.1	949754	Thhalv10014566m	NaN	80048
9235	AT1G07250.1	919449	Thhalv10007440m	NaN	100084
9244	AT2G17870.1	480687	Thhalv10022795m	NaN	150657
9256	AT3G11430.1	478480	Thhalv10020574m	NaN	41193
9258	AT4G29120.1	491846	Thhalv10011682m	NaN	82813
9263	AT3G32050.1	924696	Thhalv10023071m	NaN	11229
9265	AT3G09070.1	478217	Thhalv10020222m	NaN	100648
9279	AT1G51200.1	474234	Thhalv10012263m	NaN	115772
9290	AT2G04740.1	480104	Thhalv10002462m	NaN	88451
9291	AT1G12710.1	471422	Thhalv10008388m	NaN	169180
9294	AT5G07080.1	487528	Thhalv10013522m	NaN	170561
9303	AT4G13100.2	359035	Thhalv10026173m	NaN	13363
9310	AT2G19910.1	931400	Thhalv10001896m	NaN	34988
9313	AT1G64380.1	474912	Thhalv10023588m	NaN	26835
9365	AT5G49555.1	495015	Thhalv10024792m	NaN	54380
9385	AT2G46100.1	483757	Thhalv10001607m	NaN	52052
9407	AT1G74830.1	316417	Thhalv10019533m	NaN	72165
9410	AT1G58370.1	475392	Thhalv10023244m	NaN	72603
9418	AT3G53460.4	348440	Thhalv10010545m	NaN	69780
9427	AT5G63380.1	951140	Thhalv10003983m	NaN	160684
9452	AT1G66330.1	475736	Thhalv10018612m	NaN	159796
9506	AT1G55910.1	914721	Thhalv10011655m	NaN	2871
9513	AT3G56680.1	486108	Thhalv10006048m	NaN	18059
9518	AT5G16810.1	488540	Thhalv10013656m	NaN	23283
9520	AT1G04260.1	470402	Thhalv10008893m	NaN	1847
9526	AT5G49880.1	495044	Thhalv10012797m	NaN	80308
9533	AT3G19960.2	479514	Thhalv10019925m	NaN	180254
9550	AT3G54670.3	323999	Thhalv10010074m	NaN	70122
9602	AT5G33370.1	947132	Thhalv10003456m	NaN	140408
9607	AT1G35560.1	473685	Thhalv10001860m	NaN	80548
9608	AT5G58375.1	495954	Thhalv10015157m	NaN	75756
9631	AT4G26550.1	492154	Thhalv10026146m	NaN	102134
9634	AT4G17460.1	946484	Thhalv10025921m	NaN	49622
9645	AT1G47310.1	473912	Thhalv10011550m	NaN	71728
9646	AT3G56760.1	486115	Thhalv10005861m	NaN	61723
9666	AT3G18860.1	479402	Thhalv10020129m	NaN	172736
9675	ATCG00040.1	925496	Thhalv10028154m	NaN	26566
9687	AT2G44040.1	483522	Thhalv10001534m	NaN	89468
9695	AT1G54650.2	914827	Thhalv10023577m	NaN	133452
9702	AT5G55550.3	495641	Thhalv10013607m	NaN	68635
9767	AT1G31340.1	473638	Thhalv10008986m	NaN	76320
9773	AT3G15210.1	929308	Thhalv10021456m	NaN	20025
9800	AT4G17070.1	890516	Thhalv10025645m	NaN	10287
9857	AT2G34620.1	497370	Thhalv10016991m	NaN	93595
9858	AT2G44940.1	483623	Thhalv10001792m	NaN	75156
9865	AT5G51210.1	495191	Thhalv10015754m	NaN	69206
9867	AT2G10940.1	480276	Thhalv10022809m	NaN	77895
9882	AT5G09970.1	940462	Thhalv10013216m	NaN	158181
9883	AT4G06534.1	327036	Thhalv10028638m	NaN	89132
9899	AT4G17970.1	493074	Thhalv10024816m	NaN	139670
9900	AT4G35320.1	491115	Thhalv10026488m	NaN	62830
9902	AT4G03740.1	916100	Thhalv10003481m	NaN	68272
9909	AT2G35710.1	482539	Thhalv10016563m	NaN	6838
9914	AT1G12500.1	471399	Thhalv10008006m	NaN	103436
9916	AT5G48905.1	916422	Thhalv10005578m	NaN	52390
9942	AT3G54000.1	485794	Thhalv10010478m	NaN	78472
9950	AT3G29810.1	484733	Thhalv10004232m	NaN	430
9951	AT1G12560.1	312278	Thhalv10008503m	NaN	47327
9952	AT3G16910.1	479158	Thhalv10020385m	NaN	9237
9962	AT3G52560.4	898177	Thhalv10010800m	NaN	24494
9983	AT2G44260.2	483550	Thhalv10001386m	NaN	41244
9986	AT4G33330.2	328405	Thhalv10024741m	NaN	119874
9998	AT2G23670.1	481233	Thhalv10000353m	NaN	125433
10007	AT1G78310.1	476999	Thhalv10018916m	NaN	100022
10013	AT4G04614.1	943231	Thhalv10029017m	NaN	15411
10017	AT2G20340.1	931897	Thhalv10001969m	NaN	2030
10032	AT5G24070.1	489264	Thhalv10004528m	NaN	81615
10037	AT1G72740.1	476410	Thhalv10018950m	NaN	81691
10056	AT3G56350.1	324152	Thhalv10006477m	NaN	125507
10058	AT3G24810.1	319189	Thhalv10002666m	NaN	45548
10082	AT5G23480.1	351368	Thhalv10003998m	NaN	108396
10097	AT2G32030.1	933765	Thhalv10017278m	NaN	49783
10115	AT1G67035.2	475798	Thhalv10019032m	NaN	149956
10154	AT5G48950.1	494958	Thhalv10005061m	NaN	70735
10156	AT2G30080.1	320761	Thhalv10016885m	NaN	50557
10178	AT1G10750.1	919880	Thhalv10007533m	NaN	123982
10181	AT5G15730.2	941061	Thhalv10013581m	NaN	4749
10194	AT5G41400.1	947578	Thhalv10027962m	NaN	184179
10218	AT5G07030.1	487523	Thhalv10013504m	NaN	136518
10222	AT5G60200.1	496158	Thhalv10014428m	NaN	69249
10231	AT5G40730.1	493907	Thhalv10028231m	NaN	180139
10234	AT5G57050.1	495797	Thhalv10013611m	NaN	80232
10242	AT5G56780.1	950348	Thhalv10015325m	NaN	97434
10249	AT1G19020.1	920844	Thhalv10009213m	NaN	20211
10282	AT1G08650.1	919613	Thhalv10008405m	NaN	171297
10290	AT2G46160.1	483761	Thhalv10001804m	NaN	163914
10338	AT5G01830.1	486885	Thhalv10022583m	NaN	157904
10343	AT1G52160.1	474332	Thhalv10011231m	NaN	40211
10346	AT1G48870.1	337011	Thhalv10011347m	NaN	115312
10347	AT5G12040.1	488046	Thhalv10013923m	NaN	150399
10402	AT5G62220.1	950989	Thhalv10005582m	NaN	35464
10405	AT3G50060.1	485364	Thhalv10010581m	NaN	162569
10408	AT1G27100.1	472692	Thhalv10007368m	NaN	76833
10416	AT5G15350.1	941021	Thhalv10014831m	NaN	178736
10418	AT4G28100.1	491965	Thhalv10025835m	NaN	96283
10427	AT3G12680.1	478627	Thhalv10020494m	NaN	70310
10433	AT1G54120.1	474543	Thhalv10011868m	NaN	63989
10459	AT3G27960.1	484584	Thhalv10003775m	NaN	157946
10463	AT5G37660.2	493742	Thhalv10027869m	NaN	181276
10465	AT3G24040.1	479931	Thhalv10002511m	NaN	56257
10475	AT3G29970.1	323026	Thhalv10005671m	NaN	72104
10491	AT5G14680.1	940949	Thhalv10014824m	NaN	153069
10494	AT1G35330.1	913385	Thhalv10001823m	NaN	17330
10500	AT2G25310.1	899968	Thhalv10000323m	NaN	48098
10507	AT3G58710.1	486325	Thhalv10006157m	NaN	15786
10532	AT1G11490.1	312181	Thhalv10007989m	NaN	161767
10587	AT2G47980.1	935788	Thhalv10001288m	NaN	79475
10603	AT2G40900.1	321777	Thhalv10016763m	NaN	150939
10604	AT3G55920.1	486034	Thhalv10010699m	NaN	89419
10638	AT4G12250.1	490033	Thhalv10028672m	NaN	149086
10651	AT3G29780.1	936820	Thhalv10005153m	NaN	71217
10661	AT5G20870.1	941640	Thhalv10013340m	NaN	144010
10666	AT4G14020.1	493510	Thhalv10026592m	NaN	170928
10685	AT5G66200.1	951624	Thhalv10027681m	NaN	33158
10689	AT3G55800.1	938526	Thhalv10010434m	NaN	165386
10708	AT2G45220.1	902555	Thhalv10001409m	NaN	120660
10737	AT2G39980.1	934773	Thhalv10016586m	NaN	120296
10747	AT2G27580.1	938658	Thhalv10017328m	NaN	144972
10754	AT2G01850.1	484102	Thhalv10004560m	NaN	106894
10756	AT5G58530.1	495973	Thhalv10016090m	NaN	145464
10761	AT5G60120.2	496151	Thhalv10013367m	NaN	6922
10763	AT1G70940.1	908693	Thhalv10018257m	NaN	160859
10764	AT5G48370.1	494889	Thhalv10004228m	NaN	31784
10783	AT5G20730.1	488981	Thhalv10012513m	NaN	92768
10792	AT2G45430.1	935500	Thhalv10001760m	NaN	20130
10796	AT1G07320.1	470751	Thhalv10008395m	NaN	45272
10803	AT1G74400.1	339633	Thhalv10018864m	NaN	90289
10815	AT5G24930.1	489353	Thhalv10004744m	NaN	158482
10834	AT3G55720.1	486006	Thhalv10010310m	NaN	86524
10837	AT5G09620.1	487778	Thhalv10013332m	NaN	170069
10860	AT2G37300.2	482722	Thhalv10017275m	NaN	47304
10875	AT4G33300.1	944602	Thhalv10024421m	NaN	21417
10887	AT1G48440.1	473983	Thhalv10011861m	NaN	33261
10893	AT5G50450.1	495112	Thhalv10013738m	NaN	18796
10898	AT5G10830.1	487916	Thhalv10014426m	NaN	115363
10917	AT1G42550.1	922817	Thhalv10003646m	NaN	102254
10921	AT1G52315.1	337384	Thhalv10011635m	NaN	135498
10922	AT1G61170.1	475202	Thhalv10023654m	NaN	5190
10948	AT1G55310.3	924040	Thhalv10011714m	NaN	40221
